LGA-1151-2,,,,
K35,PWR,PWR,VSS,RIGHT
K37,PWR,PWR,VSS,RIGHT
K39,PWR,PWR,VSS,RIGHT
K4,PWR,PWR,VSS,RIGHT
K7,PWR,PWR,VSS,RIGHT
L11,PWR,PWR,VSS,RIGHT
L13,PWR,PWR,VSS,RIGHT
L3,PWR,PWR,VSS,RIGHT
L32,PWR,PWR,VSS,RIGHT
L6,PWR,PWR,VSS,RIGHT
L9,PWR,PWR,VSS,RIGHT
M1,PWR,PWR,VSS,RIGHT
M10,PWR,PWR,VSS,RIGHT
M12,PWR,PWR,VSS,RIGHT
M15,PWR,PWR,VSS,RIGHT
M17,PWR,PWR,VSS,RIGHT
M19,PWR,PWR,VSS,RIGHT
M21,PWR,PWR,VSS,RIGHT
M23,PWR,PWR,VSS,RIGHT
M25,PWR,PWR,VSS,RIGHT
M27,PWR,PWR,VSS,RIGHT
M29,PWR,PWR,VSS,RIGHT
M35,PWR,PWR,VSS,RIGHT
M37,PWR,PWR,VSS,RIGHT
M39,PWR,PWR,VSS,RIGHT
M4,PWR,PWR,VSS,RIGHT
M7,PWR,PWR,VSS,RIGHT
N3,PWR,PWR,VSS,RIGHT
N33,PWR,PWR,VSS,RIGHT
N6,PWR,PWR,VSS,RIGHT
N8,PWR,PWR,VSS,RIGHT
P1,PWR,PWR,VSS,RIGHT
P35,PWR,PWR,VSS,RIGHT
P37,PWR,PWR,VSS,RIGHT
P39,PWR,PWR,VSS,RIGHT
P4,PWR,PWR,VSS,RIGHT
R3,PWR,PWR,VSS,RIGHT
R33,PWR,PWR,VSS,RIGHT
R6,PWR,PWR,VSS,RIGHT
R8,PWR,PWR,VSS,RIGHT
T1,PWR,PWR,VSS,RIGHT
T35,PWR,PWR,VSS,RIGHT
T37,PWR,PWR,VSS,RIGHT
T39,PWR,PWR,VSS,RIGHT
T4,PWR,PWR,VSS,RIGHT
U3,PWR,PWR,VSS,RIGHT
U33,PWR,PWR,VSS,RIGHT
U6,PWR,PWR,VSS,RIGHT
V1,PWR,PWR,VSS,RIGHT
V35,PWR,PWR,VSS,RIGHT
V37,PWR,PWR,VSS,RIGHT
V39,PWR,PWR,VSS,RIGHT
V8,PWR,PWR,VSS,RIGHT
W3,PWR,PWR,VSS,RIGHT
W33,PWR,PWR,VSS,RIGHT
W6,PWR,PWR,VSS,RIGHT
Y35,PWR,PWR,VSS,RIGHT
Y37,PWR,PWR,VSS,RIGHT
Y5,PWR,PWR,VSS,RIGHT
A4,PWR,PWR,VSS,RIGHT
AU40,PWR,PWR,VSS,RIGHT
AV39,PWR,PWR,VSS,RIGHT
AW38,PWR,PWR,VSS,RIGHT
B38,PWR,PWR,VSS,RIGHT
C2,PWR,PWR,VSS,RIGHT
D40,PWR,PWR,VSS,RIGHT
AE4,PWR,PWR,VSS_SA_SENSE,RIGHT
D38,PWR,PWR,VSS_SENSE,RIGHT
F38,PWR,PWR,VSSGT_SENSE,RIGHT
AE38,DDR,I/O,DDR0_DQ[0],LEFT
AE37,DDR,I/O,DDR0_DQ[1],LEFT
AG38,DDR,I/O,DDR0_DQ[2],LEFT
AG37,DDR,I/O,DDR0_DQ[3],LEFT
AE39,DDR,I/O,DDR0_DQ[4],LEFT
AE40,DDR,I/O,DDR0_DQ[5],LEFT
AG39,DDR,I/O,DDR0_DQ[6],LEFT
AG40,DDR,I/O,DDR0_DQ[7],LEFT
AJ38,DDR,I/O,DDR0_DQ[8],LEFT
AJ37,DDR,I/O,DDR0_DQ[9],LEFT
AL38,DDR,I/O,DDR0_DQ[10],LEFT
AL37,DDR,I/O,DDR0_DQ[11],LEFT
AJ40,DDR,I/O,DDR0_DQ[12],LEFT
AJ39,DDR,I/O,DDR0_DQ[13],LEFT
AL39,DDR,I/O,DDR0_DQ[14],LEFT
AL40,DDR,I/O,DDR0_DQ[15],LEFT
AN38,DDR,I/O,DDR0_DQ[32],LEFT
AN40,DDR,I/O,DDR0_DQ[33],LEFT
AR38,DDR,I/O,DDR0_DQ[34],LEFT
AR37,DDR,I/O,DDR0_DQ[35],LEFT
AN39,DDR,I/O,DDR0_DQ[36],LEFT
AN37,DDR,I/O,DDR0_DQ[37],LEFT
AR39,DDR,I/O,DDR0_DQ[38],LEFT
AR40,DDR,I/O,DDR0_DQ[39],LEFT
AW37,DDR,I/O,DDR0_DQ[40],LEFT
AU38,DDR,I/O,DDR0_DQ[41],LEFT
AV35,DDR,I/O,DDR0_DQ[42],LEFT
AW35,DDR,I/O,DDR0_DQ[43],LEFT
AU37,DDR,I/O,DDR0_DQ[44],LEFT
AV37,DDR,I/O,DDR0_DQ[45],LEFT
AT35,DDR,I/O,DDR0_DQ[46],LEFT
AU35,DDR,I/O,DDR0_DQ[47],LEFT
AY8,DDR,I/O,DDR1_DQ[0],RIGHT
AW8,DDR,I/O,DDR1_DQ[1],RIGHT
AV6,DDR,I/O,DDR1_DQ[2],RIGHT
AU6,DDR,I/O,DDR1_DQ[3],RIGHT
AU8,DDR,I/O,DDR1_DQ[4],RIGHT
AV8,DDR,I/O,DDR1_DQ[5],RIGHT
AW6,DDR,I/O,DDR1_DQ[6],RIGHT
AY6,DDR,I/O,DDR1_DQ[7],RIGHT
AY4,DDR,I/O,DDR1_DQ[8],RIGHT
AV4,DDR,I/O,DDR1_DQ[9],RIGHT
AT1,DDR,I/O,DDR1_DQ[10],RIGHT
AT2,DDR,I/O,DDR1_DQ[11],RIGHT
AV3,DDR,I/O,DDR1_DQ[12],RIGHT
AW4,DDR,I/O,DDR1_DQ[13],RIGHT
AT4,DDR,I/O,DDR1_DQ[14],RIGHT
AT3,DDR,I/O,DDR1_DQ[15],RIGHT
AP2,DDR,I/O,DDR1_DQ[32],RIGHT
AM4,DDR,I/O,DDR1_DQ[33],RIGHT
AP3,DDR,I/O,DDR1_DQ[34],RIGHT
AM3,DDR,I/O,DDR1_DQ[35],RIGHT
AP4,DDR,I/O,DDR1_DQ[36],RIGHT
AM2,DDR,I/O,DDR1_DQ[37],RIGHT
AP1,DDR,I/O,DDR1_DQ[38],RIGHT
AM1,DDR,I/O,DDR1_DQ[39],RIGHT
AK3,DDR,I/O,DDR1_DQ[40],RIGHT
AH1,DDR,I/O,DDR1_DQ[41],RIGHT
AK4,DDR,I/O,DDR1_DQ[42],RIGHT
AH2,DDR,I/O,DDR1_DQ[43],RIGHT
AH4,DDR,I/O,DDR1_DQ[44],RIGHT
AK2,DDR,I/O,DDR1_DQ[45],RIGHT
AH3,DDR,I/O,DDR1_DQ[46],RIGHT
AK1,DDR,I/O,DDR1_DQ[47],RIGHT
AD34,DDR,I/O,DDR0_DQ[16],LEFT
AD35,DDR,I/O,DDR0_DQ[17],LEFT
AG35,DDR,I/O,DDR0_DQ[18],LEFT
AH35,DDR,I/O,DDR0_DQ[19],LEFT
AE35,DDR,I/O,DDR0_DQ[20],LEFT
AE34,DDR,I/O,DDR0_DQ[21],LEFT
AG34,DDR,I/O,DDR0_DQ[22],LEFT
AH34,DDR,I/O,DDR0_DQ[23],LEFT
AK35,DDR,I/O,DDR0_DQ[24],LEFT
AL35,DDR,I/O,DDR0_DQ[25],LEFT
AK32,DDR,I/O,DDR0_DQ[26],LEFT
AL32,DDR,I/O,DDR0_DQ[27],LEFT
AK34,DDR,I/O,DDR0_DQ[28],LEFT
AL34,DDR,I/O,DDR0_DQ[29],LEFT
AK31,DDR,I/O,DDR0_DQ[30],LEFT
AL31,DDR,I/O,DDR0_DQ[31],LEFT
AP35,DDR,I/O,DDR0_DQ[48],LEFT
AN35,DDR,I/O,DDR0_DQ[49],LEFT
AN32,DDR,I/O,DDR0_DQ[50],LEFT
AP32,DDR,I/O,DDR0_DQ[51],LEFT
AN34,DDR,I/O,DDR0_DQ[52],LEFT
AP34,DDR,I/O,DDR0_DQ[53],LEFT
AN31,DDR,I/O,DDR0_DQ[54],LEFT
AP31,DDR,I/O,DDR0_DQ[55],LEFT
AL29,DDR,I/O,DDR0_DQ[56],LEFT
AM29,DDR,I/O,DDR0_DQ[57],LEFT
AP29,DDR,I/O,DDR0_DQ[58],LEFT
AR29,DDR,I/O,DDR0_DQ[59],LEFT
AM28,DDR,I/O,DDR0_DQ[60],LEFT
AL28,DDR,I/O,DDR0_DQ[61],LEFT
AR28,DDR,I/O,DDR0_DQ[62],LEFT
AP28,DDR,I/O,DDR0_DQ[63],LEFT
AR12,DDR,I/O,DDR1_DQ[16],RIGHT
AP12,DDR,I/O,DDR1_DQ[17],RIGHT
AM13,DDR,I/O,DDR1_DQ[18],RIGHT
AL13,DDR,I/O,DDR1_DQ[19],RIGHT
AR13,DDR,I/O,DDR1_DQ[20],RIGHT
AP13,DDR,I/O,DDR1_DQ[21],RIGHT
AM12,DDR,I/O,DDR1_DQ[22],RIGHT
AL12,DDR,I/O,DDR1_DQ[23],RIGHT
AP10,DDR,I/O,DDR1_DQ[24],RIGHT
AR10,DDR,I/O,DDR1_DQ[25],RIGHT
AR7,DDR,I/O,DDR1_DQ[26],RIGHT
AP7,DDR,I/O,DDR1_DQ[27],RIGHT
AR9,DDR,I/O,DDR1_DQ[28],RIGHT
AP9,DDR,I/O,DDR1_DQ[29],RIGHT
AR6,DDR,I/O,DDR1_DQ[30],RIGHT
AP6,DDR,I/O,DDR1_DQ[31],RIGHT
AM10,DDR,I/O,DDR1_DQ[48],RIGHT
AL10,DDR,I/O,DDR1_DQ[49],RIGHT
AM7,DDR,I/O,DDR1_DQ[50],RIGHT
AL7,DDR,I/O,DDR1_DQ[51],RIGHT
AM9,DDR,I/O,DDR1_DQ[52],RIGHT
AL9,DDR,I/O,DDR1_DQ[53],RIGHT
AM6,DDR,I/O,DDR1_DQ[54],RIGHT
AL6,DDR,I/O,DDR1_DQ[55],RIGHT
AJ6,DDR,I/O,DDR1_DQ[56],RIGHT
AJ7,DDR,I/O,DDR1_DQ[57],RIGHT
AE6,DDR,I/O,DDR1_DQ[58],RIGHT
AF7,DDR,I/O,DDR1_DQ[59],RIGHT
AH7,DDR,I/O,DDR1_DQ[60],RIGHT
AH6,DDR,I/O,DDR1_DQ[61],RIGHT
AE7,DDR,I/O,DDR1_DQ[62],RIGHT
AF6,DDR,I/O,DDR1_DQ[63],RIGHT
AF39,DDR,I/O,DDR0_DQSN[0],LEFT
AK39,DDR,I/O,DDR0_DQSN[1],LEFT
AP39,DDR,I/O,DDR0_DQSN[4],LEFT
AU36,DDR,I/O,DDR0_DQSN[5],LEFT
AW7,DDR,I/O,DDR1_DQSN[0],RIGHT
AU3,DDR,I/O,DDR1_DQSN[1],RIGHT
AN3,DDR,I/O,DDR1_DQSN[4],RIGHT
AJ3,DDR,I/O,DDR1_DQSN[5],RIGHT
AF34,DDR,I/O,DDR0_DQSN[2],LEFT
AK33,DDR,I/O,DDR0_DQSN[3],LEFT
AN33,DDR,I/O,DDR0_DQSN[6],LEFT
AN29,DDR,I/O,DDR0_DQSN[7],LEFT
AN13,DDR,I/O,DDR1_DQSN[2],RIGHT
AR8,DDR,I/O,DDR1_DQSN[3],RIGHT
AM8,DDR,I/O,DDR1_DQSN[6],RIGHT
AG6,DDR,I/O,DDR1_DQSN[7],RIGHT
AF38,DDR,I/O,DDR0_DQSP[0],LEFT
AK38,DDR,I/O,DDR0_DQSP[1],LEFT
AP38,DDR,I/O,DDR0_DQSP[4],LEFT
AV36,DDR,I/O,DDR0_DQSP[5],LEFT
AV7,DDR,I/O,DDR1_DQSP[0],RIGHT
AU2,DDR,I/O,DDR1_DQSP[1],RIGHT
AN2,DDR,I/O,DDR1_DQSP[4],RIGHT
AJ2,DDR,I/O,DDR1_DQSP[5],RIGHT
AF35,DDR,I/O,DDR0_DQSP[2],LEFT
AL33,DDR,I/O,DDR0_DQSP[3],LEFT
AP33,DDR,I/O,DDR0_DQSP[6],LEFT
AN28,DDR,I/O,DDR0_DQSP[7],LEFT
AN12,DDR,I/O,DDR1_DQSP[2],RIGHT
AP8,DDR,I/O,DDR1_DQSP[3],RIGHT
AL8,DDR,I/O,DDR1_DQSP[6],RIGHT
AG7,DDR,I/O,DDR1_DQSP[7],RIGHT
AU32,DDR,I/O,DDR0_DQSN[8],LEFT
AV32,DDR,I/O,DDR0_DQSP[8],LEFT
AN26,DDR,I/O,DDR1_DQSN[8],RIGHT
AN25,DDR,I/O,DDR1_DQSP[8],RIGHT
AY15,DDR,OUTPUT,DDR0_PAR,LEFT
AL20,DDR,OUTPUT,DDR1_PAR,RIGHT
AT23,DDR,I/O,DDR0_ALERT#,LEFT
AY25,DDR,I/O,DDR1_ALERT#,RIGHT
AV18,DDR,OUTPUT,DDR0_CKN[0],LEFT
AW18,DDR,OUTPUT,DDR0_CKP[0],LEFT
AY17,DDR,OUTPUT,DDR0_CKN[1],LEFT
AW17,DDR,OUTPUT,DDR0_CKP[1],LEFT
AV16,DDR,OUTPUT,DDR0_CKN[2],LEFT
AW16,DDR,OUTPUT,DDR0_CKP[2],LEFT
AU16,DDR,OUTPUT,DDR0_CKN[3],LEFT
AT16,DDR,OUTPUT,DDR0_CKP[3],LEFT
AM21,DDR,OUTPUT,DDR1_CKN[0],RIGHT
AM20,DDR,OUTPUT,DDR1_CKP[0],RIGHT
AP21,DDR,OUTPUT,DDR1_CKN[1],RIGHT
AP22,DDR,OUTPUT,DDR1_CKP[1],RIGHT
AN21,DDR,OUTPUT,DDR1_CKN[2],RIGHT
AN20,DDR,OUTPUT,DDR1_CKP[2],RIGHT
AP20,DDR,OUTPUT,DDR1_CKN[3],RIGHT
AP19,DDR,OUTPUT,DDR1_CKP[3],RIGHT
AY24,DDR,OUTPUT,DDR0_CKE[0],LEFT
AW24,DDR,OUTPUT,DDR0_CKE[1],LEFT
AV24,DDR,OUTPUT,DDR0_CKE[2],LEFT
AV25,DDR,OUTPUT,DDR0_CKE[3],LEFT
AY29,DDR,OUTPUT,DDR1_CKE[0],RIGHT
AV29,DDR,OUTPUT,DDR1_CKE[1],RIGHT
AW29,DDR,OUTPUT,DDR1_CKE[2],RIGHT
AU29,DDR,OUTPUT,DDR1_CKE[3],RIGHT
AW11,DDR,OUTPUT,DDR0_ODT[0],LEFT
AU14,DDR,OUTPUT,DDR0_ODT[1],LEFT
AU12,DDR,OUTPUT,DDR0_ODT[2],LEFT
AY10,DDR,OUTPUT,DDR0_ODT[3],LEFT
AM16,DDR,OUTPUT,DDR1_ODT[0],RIGHT
AL16,DDR,OUTPUT,DDR1_ODT[1],RIGHT
AP15,DDR,OUTPUT,DDR1_ODT[2],RIGHT
AL15,DDR,OUTPUT,DDR1_ODT[3],RIGHT
AW12,DDR,OUTPUT,DDR0_CS#[0],LEFT
AU11,DDR,OUTPUT,DDR0_CS#[1],LEFT
AV13,DDR,OUTPUT,DDR0_CS#[2],LEFT
AV10,DDR,OUTPUT,DDR0_CS#[3],LEFT
AP17,DDR,OUTPUT,DDR1_CS#[0],RIGHT
AN15,DDR,OUTPUT,DDR1_CS#[1],RIGHT
AN17,DDR,OUTPUT,DDR1_CS#[2],RIGHT
AM15,DDR,OUTPUT,DDR1_CS#[3],RIGHT
AW15,DDR,OUTPUT,DDR0_MA[0],LEFT
AU18,DDR,OUTPUT,DDR0_MA[1],LEFT
AU17,DDR,OUTPUT,DDR0_MA[2],LEFT
AV19,DDR,OUTPUT,DDR0_MA[3],LEFT
AT19,DDR,OUTPUT,DDR0_MA[4],LEFT
AU20,DDR,OUTPUT,DDR0_MA[5],LEFT
AV20,DDR,OUTPUT,DDR0_MA[6],LEFT
AU21,DDR,OUTPUT,DDR0_MA[7],LEFT
AT20,DDR,OUTPUT,DDR0_MA[8],LEFT
AT22,DDR,OUTPUT,DDR0_MA[9],LEFT
AY14,DDR,OUTPUT,DDR0_MA[10],LEFT
AU22,DDR,OUTPUT,DDR0_MA[11],LEFT
AV22,DDR,OUTPUT,DDR0_MA[12],LEFT
AV12,DDR,OUTPUT,DDR0_MA[13],LEFT
AU24,DDR,OUTPUT,DDR0_ACT#,LEFT
AV14,DDR,OUTPUT,DDR0_MA[14],LEFT
AY11,DDR,OUTPUT,DDR0_MA[15],LEFT
AW13,DDR,OUTPUT,DDR0_MA[16],LEFT
AY13,DDR,OUTPUT,DDR0_BA[0],LEFT
AV15,DDR,OUTPUT,DDR0_BA[1],LEFT
AW23,DDR,OUTPUT,DDR0_BG[0],LEFT
AV23,DDR,OUTPUT,DDR0_BG[1],LEFT
AL19,DDR,OUTPUT,DDR1_MA[0],RIGHT
AL22,DDR,OUTPUT,DDR1_MA[1],RIGHT
AM22,DDR,OUTPUT,DDR1_MA[2],RIGHT
AM23,DDR,OUTPUT,DDR1_MA[3],RIGHT
AP23,DDR,OUTPUT,DDR1_MA[4],RIGHT
AL23,DDR,OUTPUT,DDR1_MA[5],RIGHT
AW26,DDR,OUTPUT,DDR1_MA[6],RIGHT
AY26,DDR,OUTPUT,DDR1_MA[7],RIGHT
AU26,DDR,OUTPUT,DDR1_MA[8],RIGHT
AW27,DDR,OUTPUT,DDR1_MA[9],RIGHT
AP18,DDR,OUTPUT,DDR1_MA[10],RIGHT
AU27,DDR,OUTPUT,DDR1_MA[11],RIGHT
AV27,DDR,OUTPUT,DDR1_MA[12],RIGHT
AR15,DDR,OUTPUT,DDR1_MA[13],RIGHT
AU28,DDR,OUTPUT,DDR1_ACT#,RIGHT
AL17,DDR,OUTPUT,DDR1_MA[14],RIGHT
AP16,DDR,OUTPUT,DDR1_MA[15],RIGHT
AN18,DDR,OUTPUT,DDR1_MA[16],RIGHT
AL18,DDR,OUTPUT,DDR1_BA[0],RIGHT
AM18,DDR,OUTPUT,DDR1_BA[1],RIGHT
AW28,DDR,OUTPUT,DDR1_BG[0],RIGHT
AY28,DDR,OUTPUT,DDR1_BG[1],RIGHT
AU33,DDR,I/O,DDR0_ECC[0],LEFT
AT33,DDR,I/O,DDR0_ECC[1],LEFT
AW33,DDR,I/O,DDR0_ECC[2],LEFT
AV31,DDR,I/O,DDR0_ECC[3],LEFT
AU31,DDR,I/O,DDR0_ECC[4],LEFT
AV33,DDR,I/O,DDR0_ECC[5],LEFT
AW31,DDR,I/O,DDR0_ECC[6],LEFT
AY31,DDR,I/O,DDR0_ECC[7],LEFT
AR25,DDR,I/O,DDR1_ECC[0],RIGHT
AR26,DDR,I/O,DDR1_ECC[1],RIGHT
AM26,DDR,I/O,DDR1_ECC[2],RIGHT
AM25,DDR,I/O,DDR1_ECC[3],RIGHT
AP26,DDR,I/O,DDR1_ECC[4],RIGHT
AP25,DDR,I/O,DDR1_ECC[5],RIGHT
AL25,DDR,I/O,DDR1_ECC[6],RIGHT
AL26,DDR,I/O,DDR1_ECC[7],RIGHT
AC40,DDR,OUTPUT,DDR0_VREF_DQ,LEFT
AC39,DDR,OUTPUT,DDR1_VREF_DQ,RIGHT
AB40,DDR,OUTPUT,DDR_VREF_CA,RIGHT
AC36,DDR,OUTPUT,DDR_VTT_CNTL,RIGHT
AV1,PWR,NC,RSVD,RIGHT
AW2,PWR,NC,RSVD,RIGHT